YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question,DataValue,DataValueUnit,DataValueType,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,2.8,Number,Age-adjusted Mean,Sex,Male,,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,2.9,Number,Age-adjusted Mean,Sex,Male,,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,3.7,Number,Age-adjusted Mean,Overall,Overall,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,18.0,%,Crude Prevalence,Age,Age >=65,,Overall
2019,2019,AK,Alaska,Mental Health,Postpartum depressive symptoms among women with a recent live birth,20.9,%,Crude Prevalence,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,3.5,Number,Age-adjusted Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,15.3,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.9,Number,Crude Mean,Age,Age 18-44,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,19.3,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,16.0,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Postpartum depressive symptoms among women with a recent live birth,26.1,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,9.4,%,Crude Prevalence,Age,Age >=65,,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,0.0,Number,Crude Mean,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,21.9,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,3.4,Number,Crude Mean,Sex,Male,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,14.3,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,15.5,%,Crude Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,19.7,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,14.5,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,23.2,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Postpartum depressive symptoms among women with a recent live birth,10.0,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,14.5,%,Crude Prevalence,Age,Age >=65,,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,12.5,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,13.8,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,29.8,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,13.6,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,11.4,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,AR,Arkansas,Mental Health,Postpartum depressive symptoms among women with a recent live birth,19.1,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,16.8,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,29.8,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.4,Number,Age-adjusted Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,27.9,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,3.5,Number,Crude Mean,Age,Age 45-64,,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.4,Number,Crude Mean,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,19.6,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,25.8,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,14.2,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,4.4,Number,Crude Mean,Age,Age 45-64,,Overall
2019,2019,AK,Alaska,Mental Health,Postpartum depressive symptoms among women with a recent live birth,14.2,%,Crude Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,13.6,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,23.7,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,24.5,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,20.7,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AR,Arkansas,Mental Health,Postpartum depressive symptoms among women with a recent live birth,19.7,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,17.5,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,2.7,Number,Age-adjusted Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,3.2,Number,Crude Mean,Overall,Overall,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,15.7,%,Crude Prevalence,Sex,Female,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,17.6,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,2.9,Number,Crude Mean,Sex,Male,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,14.0,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,3.5,Number,Crude Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,16.9,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,21.6,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,17.2,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,23.1,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,2.5,Number,Age-adjusted Mean,Overall,Overall,,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.2,Number,Age-adjusted Mean,Sex,Male,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,18.9,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,21.7,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,26.6,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,13.8,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,13.8,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,19.6,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,16.4,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,3.2,Number,Age-adjusted Mean,Sex,Male,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,17.3,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,17.8,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,27.0,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.5,Number,Age-adjusted Mean,Sex,Female,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,13.9,%,Crude Prevalence,Sex,Female,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,13.4,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,17.2,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,1.8,Number,Crude Mean,Age,Age 45-64,,Overall
2019,2019,AK,Alaska,Mental Health,Postpartum depressive symptoms among women with a recent live birth,14.8,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,18.4,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,11.9,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,26.7,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,18.6,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,OK,Oklahoma,Mental Health,Depression among adults,23.3,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,NC,North Carolina,Mental Health,Depression among adults,15.2,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,FL,Florida,Mental Health,Average mentally unhealthy days among adults,2.2,Number,Age-adjusted Mean,Race/Ethnicity,Hispanic,,Overall
2019,2019,HI,Hawaii,Mental Health,Frequent mental distress among adults,14.4,%,Crude Prevalence,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,Overall
2019,2019,GA,Georgia,Mental Health,Postpartum depressive symptoms among women with a recent live birth,16.1,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,GU,Guam,Mental Health,Frequent mental distress among adults,14.5,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,DE,Delaware,Mental Health,Frequent mental distress among adults,10.2,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,CA,California,Mental Health,Frequent mental distress among adults,13.5,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,HI,Hawaii,Mental Health,Depression among adults,15.5,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,GA,Georgia,Mental Health,Frequent mental distress among adults,16.8,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,FL,Florida,Mental Health,Postpartum depressive symptoms among women with a recent live birth,13.0,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,FL,Florida,Mental Health,Depression among adults,29.3,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,CO,Colorado,Mental Health,Depression among adults,17.2,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,DC,District of Columbia,Mental Health,Depression among adults,18.3,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,DC,District of Columbia,Mental Health,Depression among adults,19.8,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,CT,Connecticut,Mental Health,Depression among adults,10.8,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,GU,Guam,Mental Health,Depression among adults,8.0,%,Crude Prevalence,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2019,2019,CO,Colorado,Mental Health,Frequent mental distress among adults,15.0,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,GA,Georgia,Mental Health,Depression among adults,11.9,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,DE,Delaware,Mental Health,Average mentally unhealthy days among adults,3.0,Number,Crude Mean,Age,Age 18-44,,Overall
2019,2019,GA,Georgia,Mental Health,Frequent mental distress among adults,15.4,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,DC,District of Columbia,Mental Health,Frequent mental distress among adults,9.1,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,HI,Hawaii,Mental Health,Average mentally unhealthy days among adults,4.2,Number,Age-adjusted Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,DC,District of Columbia,Mental Health,Postpartum depressive symptoms among women with a recent live birth,20.3,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,DC,District of Columbia,Mental Health,Average mentally unhealthy days among adults,2.9,Number,Crude Mean,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,DE,Delaware,Mental Health,Average mentally unhealthy days among adults,3.2,Number,Crude Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,CA,California,Mental Health,Average mentally unhealthy days among adults,3.7,Number,Crude Mean,Overall,Overall,,Overall
2019,2019,DC,District of Columbia,Mental Health,Frequent mental distress among adults,11.0,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,CO,Colorado,Mental Health,Average mentally unhealthy days among adults,3.3,Number,Crude Mean,Race/Ethnicity,Hispanic,,Overall
2019,2019,HI,Hawaii,Mental Health,Frequent mental distress among adults,10.7,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,DE,Delaware,Mental Health,Average mentally unhealthy days among adults,2.2,Number,Crude Mean,Age,Age >=65,,Overall
2019,2019,DE,Delaware,Mental Health,Frequent mental distress among adults,14.7,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,CO,Colorado,Mental Health,Frequent mental distress among adults,11.3,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,FL,Florida,Mental Health,Frequent mental distress among adults,16.6,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,GU,Guam,Mental Health,Frequent mental distress among adults,15.1,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,HI,Hawaii,Mental Health,Frequent mental distress among adults,8.4,%,Age-adjusted Prevalence,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2019,2019,HI,Hawaii,Mental Health,Depression among adults,13.8,%,Age-adjusted Prevalence,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,Overall
2019,2019,GU,Guam,Mental Health,Depression among adults,12.0,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,GA,Georgia,Mental Health,Average mentally unhealthy days among adults,2.0,Number,Crude Mean,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,FL,Florida,Mental Health,Postpartum depressive symptoms among women with a recent live birth,9.2,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,DE,Delaware,Mental Health,Frequent mental distress among adults,11.3,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,CT,Connecticut,Mental Health,Frequent mental distress among adults,12.0,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,DC,District of Columbia,Mental Health,Depression among adults,20.3,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,GA,Georgia,Mental Health,Frequent mental distress among adults,21.0,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,CT,Connecticut,Mental Health,Depression among adults,16.2,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,GA,Georgia,Mental Health,Postpartum depressive symptoms among women with a recent live birth,13.8,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,CT,Connecticut,Mental Health,Average mentally unhealthy days among adults,3.7,Number,Crude Mean,Age,Age 45-64,,Overall
2019,2019,DC,District of Columbia,Mental Health,Average mentally unhealthy days among adults,3.9,Number,Age-adjusted Mean,Sex,Male,,Overall
2019,2019,DC,District of Columbia,Mental Health,Average mentally unhealthy days among adults,4.3,Number,Crude Mean,Overall,Overall,,Overall
2019,2019,HI,Hawaii,Mental Health,Frequent mental distress among adults,13.6,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,DE,Delaware,Mental Health,Average mentally unhealthy days among adults,3.2,Number,Crude Mean,Overall,Overall,,Overall
2019,2019,DC,District of Columbia,Mental Health,Frequent mental distress among adults,8.8,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,CT,Connecticut,Mental Health,Depression among adults,15.5,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,GU,Guam,Mental Health,Frequent mental distress among adults,17.3,%,Crude Prevalence,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,Overall
2019,2019,DC,District of Columbia,Mental Health,Frequent mental distress among adults,12.3,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
